date,Open,High,Low,Close,Volume,aVWAP_peak_223,aVWAP_peak_222,aVWAP_peak_216,aVWAP_peak_201,aVWAP_peak_200,aVWAP_peak_199,aVWAP_peak_198,aVWAP_peak_197,aVWAP_peak_196,aVWAP_peak_195,aVWAP_peak_194,aVWAP_peak_193,aVWAP_peak_192,aVWAP_peak_191,aVWAP_peak_190,aVWAP_peak_189,aVWAP_peak_188,aVWAP_peak_187,aVWAP_peak_183,aVWAP_peak_182,aVWAP_peak_181,aVWAP_peak_168,aVWAP_peak_167,aVWAP_peak_166,aVWAP_peak_165,aVWAP_peak_164,aVWAP_peak_163,aVWAP_peak_162,aVWAP_peak_161,aVWAP_peak_160,aVWAP_peak_159,aVWAP_peak_158,aVWAP_peak_157,aVWAP_peak_156,aVWAP_peak_155,aVWAP_peak_154,aVWAP_peak_153,aVWAP_peak_152,aVWAP_peak_151,aVWAP_peak_150,aVWAP_peak_149,aVWAP_peak_148,aVWAP_peak_147,aVWAP_peak_146,aVWAP_peak_145,aVWAP_peak_144,aVWAP_peak_143,aVWAP_peak_142,aVWAP_peak_141,aVWAP_peak_140,aVWAP_peak_139,aVWAP_peak_138,aVWAP_peak_137,aVWAP_peak_136,aVWAP_peak_135,aVWAP_peak_107,aVWAP_peak_106,aVWAP_peak_105,aVWAP_peak_104,aVWAP_peak_103,aVWAP_peak_102,aVWAP_peak_101,aVWAP_peak_100,aVWAP_peak_99,aVWAP_peak_98,aVWAP_peak_97,aVWAP_peak_96,aVWAP_peak_95,aVWAP_peak_94,aVWAP_peak_93,aVWAP_peak_92,aVWAP_peak_91,aVWAP_peak_90,aVWAP_peak_89,aVWAP_peak_88,aVWAP_peak_87,aVWAP_peak_86,aVWAP_peak_85,aVWAP_peak_84,aVWAP_peak_83,aVWAP_valley_211,aVWAP_valley_210,aVWAP_valley_209,aVWAP_valley_208,aVWAP_valley_207,aVWAP_valley_206,aVWAP_valley_205,aVWAP_valley_204,aVWAP_valley_203,aVWAP_valley_202,aVWAP_valley_201,aVWAP_valley_200,aVWAP_valley_199,aVWAP_valley_198,aVWAP_valley_197,aVWAP_valley_185,aVWAP_valley_184,aVWAP_valley_183,aVWAP_valley_182,aVWAP_valley_181,aVWAP_valley_180,aVWAP_valley_179,aVWAP_valley_178,aVWAP_valley_177,aVWAP_valley_176,aVWAP_valley_175,aVWAP_valley_174,aVWAP_valley_173,aVWAP_valley_172,aVWAP_valley_171,aVWAP_valley_170,aVWAP_valley_169,aVWAP_valley_168,Peaks_avg,Valleys_avg,color
2025-07-10 19:20:00+00:00,12.155,12.155,12.155,12.155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.186666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.186666666666667,,#000000
2025-07-10 19:25:00+00:00,12.155,12.155,12.155,12.155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.186666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.186666666666667,,#000000
2025-07-10 19:30:00+00:00,12.155,12.155,12.155,12.155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.186666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.186666666666667,,#000000
2025-07-10 19:35:00+00:00,12.155,12.155,12.155,12.155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.186666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.186666666666667,,#000000
2025-07-10 19:40:00+00:00,12.155,12.155,12.155,12.155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.186666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.186666666666667,,#000000
2025-07-10 19:45:00+00:00,12.155,12.155,12.155,12.155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.186666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.186666666666667,,#000000
2025-07-10 19:50:00+00:00,12.155,12.155,12.155,12.155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.186666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.186666666666667,,#000000
2025-07-10 19:55:00+00:00,12.155,12.155,12.155,12.155,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.171033755274262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,,#000000
2025-07-11 13:30:00+00:00,12.155,12.155,12.155,12.155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.171033755274262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,,#000000
2025-07-11 13:35:00+00:00,12.155,12.155,12.155,12.155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.171033755274262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,,#000000
2025-07-11 13:40:00+00:00,12.155,12.155,12.155,12.155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.171033755274262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,,#000000
2025-07-11 13:45:00+00:00,12.155,12.155,12.155,12.155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.171033755274262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,,#000000
2025-07-11 13:50:00+00:00,12.155,12.155,12.155,12.155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.171033755274262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,,#000000
2025-07-11 13:55:00+00:00,12.155,12.155,12.155,12.155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.171033755274262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,,#000000
2025-07-11 14:00:00+00:00,12.155,12.155,12.155,12.155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.171033755274262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,,#000000
2025-07-11 14:05:00+00:00,12.155,12.155,12.155,12.155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.171033755274262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,,#000000
2025-07-11 14:10:00+00:00,12.155,12.155,12.155,12.155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.171033755274262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,,#000000
2025-07-11 14:15:00+00:00,12.155,12.155,12.155,12.155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.171033755274262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,,#000000
2025-07-11 14:20:00+00:00,12.155,12.155,12.155,12.155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.171033755274262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,,#000000
2025-07-11 14:25:00+00:00,12.155,12.155,12.155,12.155,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.155,12.171033755274262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.155,,#000000
2025-07-11 14:30:00+00:00,12.155,12.155,12.09,12.09,100.0,,,,,,,,,,,,,,,,,,,,,,12.111666666666665,12.111666666666665,12.111666666666665,12.111666666666665,12.111666666666665,12.111666666666665,12.111666666666665,12.111666666666665,12.111666666666665,12.111666666666665,12.111666666666665,12.111666666666665,12.111666666666665,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.146156462585035,12.164363295880149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.111666666666665,12.123738095238092,12.111666666666665,#000000
2025-07-11 14:35:00+00:00,12.09,12.09,12.09,12.09,150.0,,,,,,,,,,,,,,,,,,,,,,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.15363782051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.089999999999998,12.098666666666665,12.110681510416667,12.094333333333331,#000000
2025-07-11 14:40:00+00:00,12.09,12.09,12.09,12.09,0.0,,,,,,,,,,,,,,,,,,,,,,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.15363782051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.089999999999998,12.098666666666665,12.110681510416667,12.094333333333331,#000000
2025-07-11 14:45:00+00:00,12.09,12.09,12.09,12.09,0.0,,,,,,,,,,,,,,,,,,,,,,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.15363782051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.089999999999998,12.098666666666665,12.110681510416667,12.094333333333331,#000000
2025-07-11 14:50:00+00:00,12.09,12.09,12.09,12.09,0.0,,,,,,,,,,,,,,,,,,,,,,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.15363782051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.089999999999998,12.098666666666665,12.110681510416667,12.094333333333331,#000000
2025-07-11 14:55:00+00:00,12.09,12.09,12.09,12.09,0.0,,,,,,,,,,,,,,,,,,,,,,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.15363782051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.089999999999998,12.098666666666665,12.110681510416667,12.094333333333331,#000000
2025-07-11 15:00:00+00:00,12.09,12.09,12.09,12.09,0.0,,,,,,,,,,,,,,,,,,,,,,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.15363782051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.089999999999998,12.098666666666665,12.110681510416667,12.094333333333331,#000000
2025-07-11 15:05:00+00:00,12.09,12.09,12.09,12.09,0.0,,,,,,,,,,,,,,,,,,,,,,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.098666666666665,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.132994791666667,12.15363782051282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.089999999999998,12.098666666666665,12.110681510416667,12.094333333333331,#000000
2025-07-11 15:10:00+00:00,12.12,12.12,12.09,12.09,100.0,,,,,,,,,,,,,,,,,,,,,,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.14893274853801,,,,,,,,,,,,,,,,,,,,,,,,,12.099999999999998,12.099999999999998,12.099999999999998,12.099999999999998,12.099999999999998,12.099999999999998,12.099999999999998,12.093999999999998,12.099047619047617,12.109368564993563,12.099227513227511,#000000
2025-07-11 15:15:00+00:00,12.09,12.09,12.09,12.09,0.0,,,,,,,,,,,,,,,,,,,,,,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.14893274853801,,,,,,,,,,,,,,,,,,,,,,,,,12.099999999999998,12.099999999999998,12.099999999999998,12.099999999999998,12.099999999999998,12.099999999999998,12.099999999999998,12.093999999999998,12.099047619047617,12.109368564993563,12.099227513227511,#000000
2025-07-11 15:20:00+00:00,12.09,12.09,12.09,12.09,0.0,,,,,,,,,,,,,,,,,,,,,,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.099047619047617,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.128536036036037,12.14893274853801,,,,,,,,,,,,,,,,,,,,,,,,,12.099999999999998,12.099999999999998,12.099999999999998,12.099999999999998,12.099999999999998,12.099999999999998,12.099999999999998,12.093999999999998,12.099047619047617,12.109368564993563,12.099227513227511,#000000
2025-07-11 15:25:00+00:00,12.09,12.11,12.09,12.09,100.0,,,,,,,,,,,,,,,,,,,,,,12.098518518518517,12.098518518518517,12.098518518518517,12.098518518518517,12.098518518518517,12.098518518518517,12.098518518518517,12.098518518518517,12.098518518518517,12.098518518518517,12.098518518518517,12.098518518518517,12.098518518518517,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.124742063492063,12.144717741935484,,,,,,,,,,,,,,,,,,,,,,12.096666666666668,12.096666666666668,12.096666666666668,12.098333333333333,12.098333333333333,12.098333333333333,12.098333333333333,12.098333333333333,12.098333333333333,12.098333333333333,12.094761904761903,12.098518518518517,12.107696759259255,12.097634479717811,#000000
