date,Open,High,Low,Close,Volume,aVWAP_peak_875,aVWAP_peak_874,aVWAP_peak_873,aVWAP_peak_872,aVWAP_peak_871,aVWAP_peak_870,aVWAP_peak_869,aVWAP_peak_868,aVWAP_peak_867,aVWAP_peak_866,aVWAP_peak_865,aVWAP_peak_864,aVWAP_peak_863,aVWAP_peak_862,aVWAP_peak_861,aVWAP_peak_860,aVWAP_peak_859,aVWAP_peak_858,aVWAP_peak_857,aVWAP_peak_856,aVWAP_peak_855,aVWAP_peak_854,aVWAP_peak_853,aVWAP_peak_852,aVWAP_peak_851,aVWAP_peak_850,aVWAP_peak_849,aVWAP_peak_848,aVWAP_peak_834,aVWAP_peak_833,aVWAP_peak_832,aVWAP_peak_823,aVWAP_peak_822,aVWAP_peak_821,aVWAP_peak_820,aVWAP_peak_819,aVWAP_peak_818,aVWAP_peak_817,aVWAP_peak_816,aVWAP_peak_815,aVWAP_peak_814,aVWAP_valley_875,aVWAP_valley_874,aVWAP_valley_873,aVWAP_valley_872,aVWAP_valley_871,aVWAP_valley_870,aVWAP_valley_869,aVWAP_valley_868,aVWAP_valley_867,aVWAP_valley_866,aVWAP_valley_865,aVWAP_valley_864,aVWAP_valley_863,aVWAP_valley_862,aVWAP_valley_861,aVWAP_valley_848,aVWAP_valley_847,aVWAP_valley_846,aVWAP_valley_845,aVWAP_valley_844,aVWAP_valley_843,aVWAP_valley_842,aVWAP_valley_841,aVWAP_valley_840,aVWAP_valley_839,aVWAP_valley_838,aVWAP_valley_837,aVWAP_valley_836,aVWAP_valley_835,aVWAP_valley_834,aVWAP_valley_787,aVWAP_valley_786,aVWAP_valley_785,aVWAP_valley_756,aVWAP_valley_755,aVWAP_valley_754,aVWAP_valley_753,aVWAP_valley_752,aVWAP_valley_739,aVWAP_valley_738,aVWAP_valley_737,aVWAP_valley_736,aVWAP_valley_735,aVWAP_valley_734,aVWAP_valley_733,aVWAP_valley_720,aVWAP_valley_719,aVWAP_valley_718,aVWAP_valley_717,aVWAP_valley_716,aVWAP_valley_715,aVWAP_valley_714,aVWAP_valley_713,aVWAP_valley_712,aVWAP_valley_711,aVWAP_valley_710,aVWAP_valley_709,aVWAP_valley_708,aVWAP_valley_707,aVWAP_valley_706,aVWAP_valley_705,aVWAP_valley_704,aVWAP_valley_703,aVWAP_valley_690,aVWAP_valley_689,aVWAP_valley_688,aVWAP_valley_687,aVWAP_valley_674,aVWAP_valley_673,aVWAP_valley_672,aVWAP_valley_671,aVWAP_valley_670,aVWAP_valley_669,aVWAP_valley_668,aVWAP_valley_646,aVWAP_valley_645,aVWAP_valley_644,aVWAP_valley_643,aVWAP_valley_642,aVWAP_valley_617,aVWAP_valley_599,aVWAP_valley_598,aVWAP_valley_597,aVWAP_valley_596,aVWAP_valley_595,aVWAP_valley_594,aVWAP_valley_581,aVWAP_valley_580,aVWAP_valley_579,aVWAP_valley_578,aVWAP_valley_577,aVWAP_valley_576,aVWAP_valley_575,aVWAP_valley_574,aVWAP_valley_573,aVWAP_valley_572,aVWAP_valley_553,aVWAP_valley_552,aVWAP_valley_551,aVWAP_valley_531,aVWAP_valley_530,aVWAP_valley_526,aVWAP_valley_525,aVWAP_valley_524,aVWAP_valley_523,aVWAP_valley_522,aVWAP_valley_507,aVWAP_valley_506,aVWAP_valley_489,aVWAP_valley_488,aVWAP_valley_487,aVWAP_valley_460,aVWAP_valley_459,aVWAP_valley_458,aVWAP_valley_457,aVWAP_valley_456,aVWAP_valley_455,aVWAP_valley_454,aVWAP_valley_453,aVWAP_valley_452,aVWAP_valley_451,aVWAP_valley_450,aVWAP_valley_449,aVWAP_valley_448,aVWAP_valley_447,aVWAP_valley_434,aVWAP_valley_433,aVWAP_valley_432,aVWAP_valley_431,aVWAP_valley_404,aVWAP_valley_403,aVWAP_valley_402,aVWAP_valley_401,aVWAP_valley_400,aVWAP_valley_399,aVWAP_valley_398,aVWAP_valley_397,aVWAP_valley_384,aVWAP_valley_383,aVWAP_valley_382,aVWAP_valley_381,aVWAP_valley_380,aVWAP_valley_379,aVWAP_valley_378,aVWAP_valley_377,aVWAP_valley_376,aVWAP_valley_375,aVWAP_valley_374,aVWAP_valley_373,aVWAP_valley_355,aVWAP_valley_354,aVWAP_valley_353,aVWAP_valley_352,aVWAP_valley_351,aVWAP_valley_350,aVWAP_valley_349,aVWAP_valley_333,aVWAP_valley_332,aVWAP_valley_331,aVWAP_valley_330,aVWAP_valley_313,aVWAP_valley_299,aVWAP_valley_298,aVWAP_valley_297,aVWAP_valley_296,aVWAP_valley_295,aVWAP_valley_294,aVWAP_valley_281,aVWAP_valley_280,aVWAP_valley_279,aVWAP_valley_278,aVWAP_valley_277,aVWAP_valley_276,aVWAP_valley_275,aVWAP_valley_274,aVWAP_valley_273,aVWAP_valley_272,aVWAP_valley_271,aVWAP_valley_270,aVWAP_valley_269,aVWAP_valley_268,aVWAP_valley_267,aVWAP_valley_266,aVWAP_valley_265,aVWAP_valley_264,aVWAP_valley_251,aVWAP_valley_250,aVWAP_valley_249,aVWAP_valley_248,aVWAP_valley_247,aVWAP_valley_246,aVWAP_valley_233,aVWAP_valley_232,aVWAP_valley_231,aVWAP_valley_230,aVWAP_valley_229,aVWAP_valley_228,aVWAP_valley_227,aVWAP_valley_226,aVWAP_valley_212,aVWAP_valley_211,aVWAP_valley_210,aVWAP_valley_209,aVWAP_valley_208,aVWAP_valley_207,aVWAP_valley_206,aVWAP_valley_205,aVWAP_valley_204,aVWAP_valley_203,aVWAP_valley_202,aVWAP_valley_201,aVWAP_valley_200,aVWAP_valley_199,aVWAP_valley_198,aVWAP_valley_197,aVWAP_valley_196,aVWAP_valley_195,aVWAP_valley_194,aVWAP_valley_193,aVWAP_valley_192,aVWAP_valley_191,aVWAP_valley_190,aVWAP_valley_189,aVWAP_valley_188,aVWAP_valley_187,aVWAP_valley_186,aVWAP_valley_185,aVWAP_valley_184,aVWAP_valley_183,aVWAP_valley_182,aVWAP_valley_181,aVWAP_valley_180,aVWAP_valley_179,aVWAP_valley_178,aVWAP_valley_177,aVWAP_valley_176,aVWAP_valley_175,aVWAP_valley_174,aVWAP_valley_173,aVWAP_valley_172,aVWAP_valley_171,aVWAP_valley_158,aVWAP_OB_bull_786,aVWAP_OB_bull_738,aVWAP_OB_bull_617,aVWAP_OB_bull_581,aVWAP_OB_bull_434,aVWAP_OB_bull_404,aVWAP_OB_bull_299,aVWAP_OB_bull_211,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-05-05 18:00:00+00:00,10.12,10.12,10.12,10.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.105446478092068,,,,,,,,10.111515151515151,,10.111933333333331,"rgba(38, 166, 154, 0.5)",0.04837056658454796,10.112166666666667,0.16194421290559405,61.49839932576549,-7.409176535715389,False,True,True,False,True,18.44292655885577,0.0,0.0,0.0,0.0,0,0.8988764044943819,1.1011235955056182,False,False,False,False,0.0366829080555743,0.03501712313662715,False,False,False,False,841.0,309.5564673524365,False,False,False,False,12.196563162907067,False,False,False,False
2025-05-05 19:00:00+00:00,10.12,10.12,10.12,10.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.105446478092068,,,,,,,,10.111515151515151,,10.111933333333331,"rgba(38, 166, 154, 0.5)",0.04811285531794353,10.112166666666667,0.16281164943479945,62.81424442327207,-4.951070022625913,False,True,True,False,True,18.44292655885577,0.0,0.0,0.0,0.0,0,0.8988764044943819,1.1011235955056182,False,False,False,False,0.0366829080555743,0.03585001559610072,False,False,False,False,841.0,317.7959019671274,False,False,False,False,12.007469160381376,False,False,False,False
2025-05-06 14:00:00+00:00,10.12,10.12,10.12,10.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.105446478092068,,,,,,,,10.111515151515151,,10.111933333333331,"rgba(38, 166, 154, 0.5)",0.04781608911628953,10.112166666666667,0.16382212510691643,63.69147448827647,-2.7199030803129745,False,True,True,False,True,18.44292655885577,0.0,0.0,0.0,0.0,0,0.8915662650602404,1.1807228915662689,False,False,False,False,0.0366829080555743,0.03626646182583751,False,False,False,False,841.0,325.9075934094975,False,False,False,False,11.821306847817324,False,False,False,False
2025-05-06 15:00:00+00:00,10.12,10.12,10.12,10.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.105446478092068,,,,,,,,10.111515151515151,,10.111933333333331,"rgba(38, 166, 154, 0.5)",0.04747953565805919,10.112166666666667,0.16498336019431178,64.27629453161273,-0.670590337089294,False,True,True,False,True,18.44292655885578,0.0,0.0,0.0,0.0,0,0.8170731707317039,1.1951219512195133,False,False,False,False,0.0366829080555743,0.03647468494070591,False,False,False,False,841.0,333.89352219384637,False,False,False,False,11.638030772657364,False,False,False,False
2025-05-06 16:00:00+00:00,10.12,10.12,10.12,10.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.105446478092068,,,,,,,,10.111515151515151,,10.111933333333331,"rgba(38, 166, 154, 0.5)",0.04710234209282255,10.112166666666667,0.16630453997160985,64.66617456050358,1.2154524115884868,False,True,True,False,True,18.44292655885578,0.0,0.0,0.0,0.0,0,0.8048780487804869,1.1951219512195133,False,False,False,False,0.0366829080555743,0.03657879649814011,False,False,False,False,841.0,341.75563812882547,False,False,False,False,11.457596187034769,False,False,False,False
2025-05-06 17:00:00+00:00,10.12,10.12,10.12,10.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.105446478092068,,,,,,,,10.111515151515151,,10.111933333333331,"rgba(38, 166, 154, 0.5)",0.046683523339075945,10.112166666666667,0.16779653233189964,64.92609457976414,2.944953455543242,False,True,True,False,True,18.44292655885578,0.0,0.0,0.0,0.0,0,0.8048780487804869,1.1951219512195133,False,False,False,False,0.15114007881049674,0.09385943765431842,False,False,False,False,841.0,349.49586079349484,False,False,False,False,11.279959036848183,False,False,False,False
2025-05-06 18:00:00+00:00,10.12,10.12,10.12,10.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.105446478092068,,,,,,,,10.111515151515151,,10.111933333333331,"rgba(38, 166, 154, 0.5)",0.046221947908620324,10.112166666666667,0.16947215960734843,65.0993745926045,4.520682967872688,False,True,True,False,True,18.44292655885577,0.0,0.0,0.0,0.0,0,1.0153846153846124,1.2461538461538468,False,False,False,False,0.2768632343108417,0.18536133598258006,False,False,False,False,841.0,357.11608000599875,False,False,False,False,11.105075951005576,False,False,False,False
2025-05-06 19:00:00+00:00,10.12,10.12,10.12,10.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.105446478092068,,,,,,,,10.111515151515151,,10.111933333333331,"rgba(38, 166, 154, 0.5)",0.04571632073976174,10.112166666666667,0.17134653897287958,65.21489460116476,5.945366320239195,False,True,True,False,True,18.44292655885577,0.0,0.0,0.0,0.0,0,1.0166666666666635,1.0666666666666713,False,False,False,False,0.2768632343108417,0.2311122851467109,False,False,False,False,841.0,364.6181562849755,False,False,False,False,10.932904230834946,False,False,False,False
2025-05-07 14:00:00+00:00,10.12,10.12,10.12,10.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111666666666665,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.111515151515151,10.105446478092068,,,,,,,,10.111515151515151,,10.111933333333331,"rgba(38, 166, 154, 0.5)",0.04516516236980363,10.112166666666667,0.17343751073436708,65.29190794020492,7.223323996648375,False,False,True,False,True,18.44292655885578,0.0,0.0,0.0,0.0,1,1.0,1.071428571428577,False,False,False,False,0.3428275137587014,0.2869698994527061,False,False,False,False,841.0,372.00392130381306,False,False,False,False,10.76340183965921,False,False,False,False
2025-05-07 15:00:00+00:00,10.12,10.12,10.12,10.12,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.12,10.12,10.114999999999998,10.114999999999998,10.114999999999998,10.114999999999998,10.114999999999998,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.106564260112647,,,,,,,,10.112222222222222,,10.1138,"rgba(38, 166, 154, 0.5)",0.04456678357473286,10.1195,0.01121911791458762,65.3432501662317,8.360879733730897,False,False,True,False,True,18.44292655885578,0.0,0.0,0.0,0.0,0,1.0,1.0,False,False,False,False,0.3428275137587014,0.31489870660570374,False,False,False,False,841.0,379.2751783378624,False,False,False,False,12.146914989431934,False,False,False,False
2025-05-07 16:00:00+00:00,10.12,10.12,10.12,10.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.12,10.12,10.114999999999998,10.114999999999998,10.114999999999998,10.114999999999998,10.114999999999998,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.113333333333332,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.112222222222222,10.106564260112647,,,,,,,,10.112222222222222,,10.1138,"rgba(38, 166, 154, 0.5)",0.04391925432996134,10.1195,0.011384528440359675,65.37747831691621,9.366156533722673,False,False,True,False,True,18.44292655885577,0.0,0.0,0.0,0.0,0,1.0,1.0,False,False,False,False,0.3428275137587014,0.3288631101822026,False,False,False,False,841.0,386.43370270471723,False,False,False,False,11.958590726029888,False,False,False,False
